text,label,tokens,letters,embeddings
"Comprehensive review of alternative therapies for anxiety disorders, assessing efficacy and safety profiles",Medicine,"[884, 53999, 3477, 315, 10778, 52312, 369, 18547, 24673, 47614, 41265, 323, 7296, 21542]","['com', 'prehensive', ' review', ' of', ' alternative', ' therapies', ' for', ' anxiety', ' disorders', ' assessing', ' efficacy', ' and', ' safety', ' profiles']","tensor([[-0.0099, -0.0238, -0.0144,  ...,  0.0034, -0.0025, -0.0013],
        [-0.0083,  0.0570, -0.0353,  ...,  0.0095,  0.0084, -0.0249],
        [-0.0173,  0.0289, -0.0351,  ...,  0.0051,  0.0095,  0.0060],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Investigating the role of gut microbiota in autoimmune diseases and how probiotics could offer therapeutic benefits,Medicine,"[43114, 343, 1113, 279, 3560, 315, 18340, 53499, 6217, 304, 88191, 19338, 323, 1268, 3650, 83300, 1436, 3085, 37471, 7720]","['invest', 'ig', 'ating', ' the', ' role', ' of', ' gut', ' microbi', 'ota', ' in', ' autoimmune', ' diseases', ' and', ' how', ' prob', 'iotics', ' could', ' offer', ' therapeutic', ' benefits']","tensor([[-0.0031,  0.0168, -0.0130,  ..., -0.0039, -0.0055, -0.0178],
        [-0.0361,  0.0023, -0.0179,  ..., -0.0114, -0.0061,  0.0173],
        [-0.0203,  0.0291, -0.0071,  ...,  0.0082, -0.0073, -0.0062],
        ...,
        [-0.0374, -0.0017,  0.0004,  ..., -0.0001, -0.0005,  0.0001],
        [-0.0120, -0.0027, -0.0137,  ..., -0.0018, -0.0399,  0.0043],
        [-0.0368,  0.0175, -0.0193,  ..., -0.0080, -0.0075,  0.0030]])"
"Detailed report on the psychological effects of long-term hospitalization on pediatric patients and their families, including coping strategies",Medicine,"[67, 10319, 1934, 389, 279, 24064, 6372, 315, 1317, 5098, 8952, 2065, 389, 53166, 6978, 323, 872, 8689, 2737, 63082, 15174]","['d', 'etailed', ' report', ' on', ' the', ' psychological', ' effects', ' of', ' long', 'term', ' hospital', 'ization', ' on', ' pediatric', ' patients', ' and', ' their', ' families', ' including', ' coping', ' strategies']","tensor([[ 0.0117, -0.0174,  0.0009,  ...,  0.0040,  0.0058, -0.0080],
        [ 0.0147, -0.0027, -0.0428,  ...,  0.0151,  0.0240, -0.0045],
        [-0.0142,  0.0074, -0.0212,  ..., -0.0070,  0.0111,  0.0159],
        ...,
        [-0.0028, -0.0078, -0.0102,  ...,  0.0166, -0.0208, -0.0036],
        [ 0.0091,  0.0451,  0.0035,  ...,  0.0243, -0.0014,  0.0142],
        [ 0.0028,  0.0398, -0.0234,  ...,  0.0023, -0.0018, -0.0051]])"
Find research papers on the themes of identity and belonging in immigrant literature,Literature,"[3990, 3495, 16064, 389, 279, 22100, 315, 9764, 323, 33152, 304, 37650, 17649]","['find', ' research', ' papers', ' on', ' the', ' themes', ' of', ' identity', ' and', ' belonging', ' in', ' immigrant', ' literature']","tensor([[-0.0323,  0.0186, -0.0094,  ...,  0.0078, -0.0138, -0.0131],
        [ 0.0156,  0.0084, -0.0235,  ..., -0.0273, -0.0072, -0.0037],
        [ 0.0154,  0.0322, -0.0279,  ..., -0.0101,  0.0200,  0.0079],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Please locate studies on the impact of digital technology on contemporary poetry,Literature,"[31121, 25539, 7978, 389, 279, 5536, 315, 7528, 5557, 389, 19225, 32349]","['please', ' locate', ' studies', ' on', ' the', ' impact', ' of', ' digital', ' technology', ' on', ' contemporary', ' poetry']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [ 0.0013,  0.0503, -0.0075,  ..., -0.0001, -0.0232,  0.0123],
        [ 0.0155,  0.0378, -0.0359,  ..., -0.0239,  0.0104, -0.0044],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Research the representation of mental health issues in recent young adult fiction,Literature,"[61564, 279, 13340, 315, 10723, 2890, 4819, 304, 3293, 3995, 6822, 17422]","['research', ' the', ' representation', ' of', ' mental', ' health', ' issues', ' in', ' recent', ' young', ' adult', ' fiction']","tensor([[ 0.0236,  0.0020, -0.0224,  ..., -0.0342, -0.0087, -0.0073],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        [-0.0076,  0.0196, -0.0285,  ..., -0.0090, -0.0044,  0.0139],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"A comprehensive examination of the role of nature in Romantic poetry, focusing on major poets and their works",Literature,"[64, 16195, 24481, 315, 279, 3560, 315, 7138, 304, 24364, 32349, 21760, 389, 3682, 74072, 323, 872, 4375]","['a', ' comprehensive', ' examination', ' of', ' the', ' role', ' of', ' nature', ' in', ' romantic', ' poetry', ' focusing', ' on', ' major', ' poets', ' and', ' their', ' works']","tensor([[ 0.0177, -0.0051,  0.0036,  ...,  0.0007, -0.0095, -0.0125],
        [-0.0028,  0.0613, -0.0365,  ...,  0.0147,  0.0047, -0.0126],
        [-0.0101,  0.0261, -0.0138,  ...,  0.0033,  0.0169,  0.0039],
        ...,
        [-0.0028, -0.0078, -0.0102,  ...,  0.0166, -0.0208, -0.0036],
        [ 0.0091,  0.0451,  0.0035,  ...,  0.0243, -0.0014,  0.0142],
        [-0.0037,  0.0158, -0.0031,  ...,  0.0057, -0.0022, -0.0047]])"
Papers discussing the intersection of race and gender in 19th-century American literature,Literature,"[48393, 25394, 279, 19801, 315, 7102, 323, 10026, 304, 220, 777, 339, 1189, 3431, 39542, 17649]","['papers', ' discussing', ' the', ' intersection', ' of', ' race', ' and', ' gender', ' in', ' ', '19', 'th', 'cent', 'ury', ' american', ' literature']","tensor([[-0.0116,  0.0100, -0.0224,  ..., -0.0189,  0.0147,  0.0099],
        [-0.0165,  0.0195, -0.0309,  ..., -0.0002,  0.0145,  0.0004],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0004,  0.0317, -0.0208,  ..., -0.0191, -0.0202, -0.0058],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Look for analyses of postcolonial literature and its critique of imperial narratives,Literature,"[7349, 369, 29060, 315, 1772, 77924, 532, 17649, 323, 1202, 43665, 315, 35379, 58378]","['look', ' for', ' analyses', ' of', ' post', 'colon', 'ial', ' literature', ' and', ' its', ' critique', ' of', ' imperial', ' narratives']","tensor([[-1.5384e-02,  7.1318e-03, -1.6762e-02,  ...,  4.1394e-05,
         -1.4804e-02, -1.5795e-02],
        [-1.2523e-02,  1.0695e-02, -1.3165e-02,  ...,  5.6144e-03,
         -2.3869e-02, -6.2839e-03],
        [-1.0586e-02,  4.3250e-02, -4.3368e-02,  ...,  1.1005e-03,
          5.9183e-03,  1.1994e-02],
        ...,
        [ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ...,  0.0000e+00,
          0.0000e+00,  0.0000e+00],
        [ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ...,  0.0000e+00,
          0.0000e+00,  0.0000e+00],
        [ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ...,  0.0000e+00,
          0.0000e+00,  0.0000e+00]])"
Investigate the influence of oral traditions on modern storytelling techniques in novels,Literature,"[43114, 65056, 279, 10383, 315, 21308, 32006, 389, 6617, 48929, 12823, 304, 32963]","['invest', 'igate', ' the', ' influence', ' of', ' oral', ' traditions', ' on', ' modern', ' storytelling', ' techniques', ' in', ' novels']","tensor([[-0.0031,  0.0168, -0.0130,  ..., -0.0039, -0.0055, -0.0178],
        [-0.0259, -0.0148, -0.0054,  ...,  0.0096, -0.0099, -0.0100],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Detailed study on the portrayal of dystopian societies in 21st-century literature, emphasizing key authors and their themes",Literature,"[67, 10319, 4007, 389, 279, 75033, 315, 69110, 48748, 34775, 304, 220, 1691, 267, 1189, 3431, 17649, 82003, 1401, 12283, 323, 872, 22100]","['d', 'etailed', ' study', ' on', ' the', ' portrayal', ' of', ' dyst', 'opian', ' societies', ' in', ' ', '21', 'st', 'cent', 'ury', ' literature', ' emphasizing', ' key', ' authors', ' and', ' their', ' themes']","tensor([[ 0.0117, -0.0174,  0.0009,  ...,  0.0040,  0.0058, -0.0080],
        [ 0.0147, -0.0027, -0.0428,  ...,  0.0151,  0.0240, -0.0045],
        [ 0.0159,  0.0349, -0.0237,  ..., -0.0022,  0.0060,  0.0169],
        ...,
        [-0.0007,  0.0099,  0.0001,  ...,  0.0136,  0.0127, -0.0022],
        [ 0.0004,  0.0317, -0.0208,  ..., -0.0191, -0.0202, -0.0058],
        [-0.0140,  0.0158, -0.0363,  ...,  0.0117,  0.0058, -0.0145]])"
Please find papers on the use of unreliable narrators in contemporary fiction and how they affect reader perception,Literature,"[31121, 1505, 16064, 389, 279, 1005, 315, 67129, 13713, 3046, 304, 19225, 17422, 323, 1268, 814, 7958, 6742, 21063]","['please', ' find', ' papers', ' on', ' the', ' use', ' of', ' unreliable', ' narr', 'ators', ' in', ' contemporary', ' fiction', ' and', ' how', ' they', ' affect', ' reader', ' perception']","tensor([[-1.0536e-02, -8.6061e-03, -1.5049e-02,  ..., -7.8835e-03,
         -4.7027e-03,  8.4688e-03],
        [-1.5291e-02,  4.1859e-02, -7.4220e-03,  ..., -6.8107e-03,
         -2.5254e-02,  1.9159e-03],
        [ 1.5423e-02,  3.2194e-02, -2.7863e-02,  ..., -1.0066e-02,
          1.9981e-02,  7.8727e-03],
        ...,
        [-9.4082e-03,  5.0091e-02, -2.6823e-02,  ...,  1.3054e-02,
         -3.3803e-02,  1.5445e-02],
        [-3.5622e-02,  2.8193e-02,  4.8575e-03,  ...,  4.4607e-03,
         -6.8012e-04, -8.8420e-03],
        [-2.9701e-02,  2.7350e-02, -4.3899e-03,  ..., -1.3632e-05,
         -2.6597e-02,  4.7573e-03]])"
Research on the cultural significance of fairy tales in literature and their evolution from oral to written form,Literature,"[61564, 389, 279, 13042, 26431, 315, 45586, 37565, 304, 17649, 323, 872, 15740, 505, 21308, 311, 5439, 1376]","['research', ' on', ' the', ' cultural', ' significance', ' of', ' fairy', ' tales', ' in', ' literature', ' and', ' their', ' evolution', ' from', ' oral', ' to', ' written', ' form']","tensor([[ 2.3605e-02,  1.9719e-03, -2.2370e-02,  ..., -3.4218e-02,
         -8.7065e-03, -7.3151e-03],
        [-9.5616e-03,  4.1167e-02, -1.0944e-02,  ...,  6.4714e-03,
         -1.5375e-03,  1.1509e-02],
        [-6.0946e-03,  2.4991e-02, -3.7134e-03,  ...,  2.4991e-02,
         -1.4872e-02,  1.9570e-02],
        ...,
        [-1.6031e-02,  2.4111e-02, -2.0379e-02,  ...,  9.2703e-03,
         -1.5004e-02,  1.0488e-02],
        [-6.0025e-05,  1.0905e-02, -1.1470e-02,  ..., -3.2655e-04,
         -3.4022e-02,  8.6531e-03],
        [-1.2831e-02,  1.1728e-02, -1.5838e-02,  ..., -5.2370e-03,
          1.7337e-02,  1.7667e-02]])"
Please find papers on urban sustainability practices,Other,"[31121, 1505, 16064, 389, 16036, 41329, 12659]","['please', ' find', ' papers', ' on', ' urban', ' sustainability', ' practices']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [-0.0153,  0.0419, -0.0074,  ..., -0.0068, -0.0253,  0.0019],
        [ 0.0154,  0.0322, -0.0279,  ..., -0.0101,  0.0200,  0.0079],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Research concerning the effects of deforestation on biodiversity,Other,"[61564, 18815, 279, 6372, 315, 711, 97893, 389, 73119]","['research', ' concerning', ' the', ' effects', ' of', ' def', 'orestation', ' on', ' biodiversity']","tensor([[ 0.0236,  0.0020, -0.0224,  ..., -0.0342, -0.0087, -0.0073],
        [-0.0061,  0.0299, -0.0234,  ...,  0.0047, -0.0048,  0.0034],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Studies on the economic implications of globalization,Other,"[267, 58787, 389, 279, 7100, 25127, 315, 81069]","['st', 'udies', ' on', ' the', ' economic', ' implications', ' of', ' globalization']","tensor([[ 0.0191,  0.0035, -0.0047,  ...,  0.0187, -0.0070,  0.0274],
        [ 0.0126,  0.0325, -0.0330,  ..., -0.0089,  0.0154, -0.0020],
        [-0.0096,  0.0412, -0.0109,  ...,  0.0065, -0.0015,  0.0115],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Comprehensive analysis of water scarcity solutions in agriculture, with case studies from arid regions",Other,"[884, 53999, 6492, 315, 3090, 82484, 10105, 304, 30029, 449, 1162, 7978, 505, 802, 307, 13918]","['com', 'prehensive', ' analysis', ' of', ' water', ' scarcity', ' solutions', ' in', ' agriculture', ' with', ' case', ' studies', ' from', ' ar', 'id', ' regions']","tensor([[-0.0099, -0.0238, -0.0144,  ...,  0.0034, -0.0025, -0.0013],
        [-0.0083,  0.0570, -0.0353,  ...,  0.0095,  0.0084, -0.0249],
        [-0.0150,  0.0194, -0.0352,  ...,  0.0055,  0.0051,  0.0201],
        ...,
        [ 0.0242,  0.0534, -0.0248,  ...,  0.0258,  0.0021,  0.0084],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Investigations into the impact of social media on political mobilization in various countries,Other,"[43114, 343, 811, 1139, 279, 5536, 315, 3674, 3772, 389, 5054, 29905, 2065, 304, 5370, 5961]","['invest', 'ig', 'ations', ' into', ' the', ' impact', ' of', ' social', ' media', ' on', ' political', ' mobil', 'ization', ' in', ' various', ' countries']","tensor([[-0.0031,  0.0168, -0.0130,  ..., -0.0039, -0.0055, -0.0178],
        [-0.0361,  0.0023, -0.0179,  ..., -0.0114, -0.0061,  0.0173],
        [ 0.0109,  0.0542, -0.0379,  ..., -0.0093,  0.0081, -0.0001],
        ...,
        [ 0.0239,  0.0355, -0.0180,  ...,  0.0144, -0.0055,  0.0028],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Recent developments in understanding the psychological effects of color in marketing strategies,Other,"[47743, 26006, 304, 8830, 279, 24064, 6372, 315, 1933, 304, 8661, 15174]","['recent', ' developments', ' in', ' understanding', ' the', ' psychological', ' effects', ' of', ' color', ' in', ' marketing', ' strategies']","tensor([[ 0.0025,  0.0511, -0.0230,  ...,  0.0143,  0.0012,  0.0013],
        [-0.0030,  0.0449, -0.0284,  ..., -0.0020,  0.0130,  0.0089],
        [-0.0005,  0.0551, -0.0048,  ...,  0.0069, -0.0142,  0.0153],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Please provide research on the role of the arts in community development and social cohesion,Other,"[31121, 3493, 3495, 389, 279, 3560, 315, 279, 19071, 304, 4029, 4500, 323, 3674, 96393]","['please', ' provide', ' research', ' on', ' the', ' role', ' of', ' the', ' arts', ' in', ' community', ' development', ' and', ' social', ' cohesion']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [-0.0110,  0.0206, -0.0100,  ..., -0.0091, -0.0270, -0.0142],
        [ 0.0156,  0.0084, -0.0235,  ..., -0.0273, -0.0072, -0.0037],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Exploration of international trade agreements and their impact on emerging economies,Other,"[30992, 7769, 315, 6625, 6696, 20038, 323, 872, 5536, 389, 24084, 37671]","['expl', 'oration', ' of', ' international', ' trade', ' agreements', ' and', ' their', ' impact', ' on', ' emerging', ' economies']","tensor([[-0.0123, -0.0116, -0.0177,  ...,  0.0073, -0.0260, -0.0027],
        [ 0.0047, -0.0187, -0.0166,  ...,  0.0188,  0.0050,  0.0015],
        [-0.0064,  0.0331, -0.0123,  ...,  0.0048, -0.0022,  0.0129],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
A detailed study on the historical evolution of human rights laws and their global implications,Other,"[64, 11944, 4007, 389, 279, 13970, 15740, 315, 3823, 3268, 7016, 323, 872, 3728, 25127]","['a', ' detailed', ' study', ' on', ' the', ' historical', ' evolution', ' of', ' human', ' rights', ' laws', ' and', ' their', ' global', ' implications']","tensor([[ 0.0177, -0.0051,  0.0036,  ...,  0.0007, -0.0095, -0.0125],
        [ 0.0091,  0.0108, -0.0266,  ...,  0.0139,  0.0152, -0.0034],
        [ 0.0159,  0.0349, -0.0237,  ..., -0.0022,  0.0060,  0.0169],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Examination of the correlation between economic inequality and crime rates in urban areas, including potential policy responses",Other,"[327, 27935, 315, 279, 26670, 1990, 7100, 32305, 323, 9977, 7969, 304, 16036, 5789, 2737, 4754, 4947, 14847]","['ex', 'amination', ' of', ' the', ' correlation', ' between', ' economic', ' inequality', ' and', ' crime', ' rates', ' in', ' urban', ' areas', ' including', ' potential', ' policy', ' responses']","tensor([[ 0.0021, -0.0086, -0.0100,  ..., -0.0175, -0.0019, -0.0056],
        [-0.0089,  0.0206, -0.0138,  ..., -0.0011,  0.0153,  0.0015],
        [-0.0064,  0.0331, -0.0123,  ...,  0.0048, -0.0022,  0.0129],
        ...,
        [-0.0678,  0.0224, -0.0016,  ...,  0.0115, -0.0276,  0.0085],
        [-0.0365,  0.0191,  0.0032,  ...,  0.0019,  0.0119,  0.0008],
        [-0.0259,  0.0228, -0.0213,  ...,  0.0043,  0.0036,  0.0048]])"
Please find papers on the benefits of outdoor education programs,Education,"[31121, 1505, 16064, 389, 279, 7720, 315, 16166, 6873, 7620]","['please', ' find', ' papers', ' on', ' the', ' benefits', ' of', ' outdoor', ' education', ' programs']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [-0.0153,  0.0419, -0.0074,  ..., -0.0068, -0.0253,  0.0019],
        [ 0.0154,  0.0322, -0.0279,  ..., -0.0101,  0.0200,  0.0079],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Research on the effects of early childhood education on long-term academic achievement,Education,"[61564, 389, 279, 6372, 315, 4216, 20587, 6873, 389, 1317, 5098, 14584, 26501]","['research', ' on', ' the', ' effects', ' of', ' early', ' childhood', ' education', ' on', ' long', 'term', ' academic', ' achievement']","tensor([[ 0.0236,  0.0020, -0.0224,  ..., -0.0342, -0.0087, -0.0073],
        [-0.0096,  0.0412, -0.0109,  ...,  0.0065, -0.0015,  0.0115],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
What are the latest trends in online education for adult learners?,Education,"[12840, 527, 279, 5652, 18845, 304, 2930, 6873, 369, 6822, 53243]","['what', ' are', ' the', ' latest', ' trends', ' in', ' online', ' education', ' for', ' adult', ' learners']","tensor([[-0.0163, -0.0042, -0.0113,  ...,  0.0103, -0.0129,  0.0063],
        [ 0.0068,  0.0248, -0.0075,  ...,  0.0133, -0.0159,  0.0146],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Explore the impact of classroom diversity on student engagement and learning outcomes, focusing on both peer interactions and teaching strategies",Education,"[4683, 20763, 279, 5536, 315, 24978, 20057, 389, 5575, 20392, 323, 6975, 20124, 21760, 389, 2225, 14734, 22639, 323, 12917, 15174]","['exp', 'lore', ' the', ' impact', ' of', ' classroom', ' diversity', ' on', ' student', ' engagement', ' and', ' learning', ' outcomes', ' focusing', ' on', ' both', ' peer', ' interactions', ' and', ' teaching', ' strategies']","tensor([[-0.0229, -0.0137, -0.0063,  ..., -0.0086, -0.0102, -0.0048],
        [ 0.0190,  0.0040, -0.0162,  ...,  0.0104, -0.0124, -0.0183],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [-0.0103,  0.0424, -0.0134,  ...,  0.0329, -0.0085, -0.0055],
        [-0.0300,  0.0637, -0.0146,  ...,  0.0069, -0.0078,  0.0172],
        [-0.0360,  0.0197, -0.0126,  ..., -0.0047,  0.0011,  0.0025]])"
Investigate the role of parental involvement in children's educational success from preschool through high school,Education,"[43114, 65056, 279, 3560, 315, 46679, 22315, 304, 2911, 82, 16627, 2450, 505, 61905, 1555, 1579, 2978]","['invest', 'igate', ' the', ' role', ' of', ' parental', ' involvement', ' in', ' children', 's', ' educational', ' success', ' from', ' preschool', ' through', ' high', ' school']","tensor([[-0.0031,  0.0168, -0.0130,  ..., -0.0039, -0.0055, -0.0178],
        [-0.0259, -0.0148, -0.0054,  ...,  0.0096, -0.0099, -0.0100],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [-0.0047,  0.0221, -0.0063,  ...,  0.0046, -0.0053,  0.0127],
        [ 0.0176,  0.0452, -0.0064,  ...,  0.0079,  0.0122,  0.0084],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Please retrieve studies on effective assessment techniques in primary education,Education,"[31121, 17622, 7978, 389, 7524, 15813, 12823, 304, 6156, 6873]","['please', ' retrieve', ' studies', ' on', ' effective', ' assessment', ' techniques', ' in', ' primary', ' education']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [-0.0154,  0.0290,  0.0043,  ...,  0.0052, -0.0078, -0.0048],
        [ 0.0155,  0.0378, -0.0359,  ..., -0.0239,  0.0104, -0.0044],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Analyze the influence of socioeconomic status on access to quality education and its implications for policy,Education,"[94321, 279, 10383, 315, 80431, 2704, 389, 2680, 311, 4367, 6873, 323, 1202, 25127, 369, 4947]","['analyze', ' the', ' influence', ' of', ' socioeconomic', ' status', ' on', ' access', ' to', ' quality', ' education', ' and', ' its', ' implications', ' for', ' policy']","tensor([[-0.0264,  0.0136, -0.0295,  ...,  0.0177, -0.0129,  0.0060],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        [-0.0289,  0.0196, -0.0005,  ...,  0.0050,  0.0111, -0.0251],
        ...,
        [-0.0365,  0.0191,  0.0032,  ...,  0.0019,  0.0119,  0.0008],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Research on integrating social-emotional learning into the curriculum for middle school students,Education,"[61564, 389, 54952, 12288, 689, 3516, 41964, 6975, 1139, 279, 30676, 369, 6278, 2978, 4236]","['research', ' on', ' integrating', ' soc', 'ia', 'lem', 'otional', ' learning', ' into', ' the', ' curriculum', ' for', ' middle', ' school', ' students']","tensor([[ 0.0236,  0.0020, -0.0224,  ..., -0.0342, -0.0087, -0.0073],
        [-0.0096,  0.0412, -0.0109,  ...,  0.0065, -0.0015,  0.0115],
        [-0.0122,  0.0167, -0.0231,  ...,  0.0153, -0.0013, -0.0090],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
